,Unnamed: 0,영화명,감독,제작사,수입사,배급사,개봉일,개봉월,국적,전국스크린수,전국관객수,장르,등급,url,movie_star,배우1,배우2,배우3
98,1016,목숨 건 연애,송민규,(주)비에이엔터테인먼트,,오퍼스픽쳐스,2016-12-14,12,한국,393,47684,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=목숨 건 연애%09&section=all&ie=utf8,4.32,하지원,천정명,진백림
99,1049,기생령,고석진,"(주)코어콘텐츠미디어,(주)이스트스카이필름",,롯데쇼핑㈜롯데엔터테인먼트,2011-08-05,8,한국,207,96077,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=기생령%09&section=all&ie=utf8,4.33,한은정,이형석,효민
100,28,카이트,랄프 지만,,(주)누리픽쳐스,(주)누리픽쳐스,2015-06-11,6,미국,50,11287,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=카이트%09&section=all&ie=utf8,4.42,,,
101,918,펭이와 친구들의 남극대모험,루카스 퀴아오,,(주)하이라이트픽쳐스,와이드 릴리즈(주),2018-02-28,2,중국,233,22695,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=펭이와 친구들의 남극대모험%09&section=all&ie=utf8,4.42,김소희,황창영,윤아영
102,1154,흥부: 글로 세상을 바꾼 자,조근현,"(주)영화사 궁,(주)발렌타인필름",,롯데쇼핑㈜롯데엔터테인먼트,2018-02-14,2,한국,627,416346,사극,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=흥부: 글로 세상을 바꾼 자%09&section=all&ie=utf8,4.44,정우,김주혁,정진영
103,1084,비밀애,"류훈,권지연","(주)한컴,(주)코난픽쳐스",,(주)시너지하우스 (시너지),2010-03-25,3,한국,275,167132,멜로/로맨스,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=비밀애%09&section=all&ie=utf8,4.53,,,
104,787,주문은 토끼입니까?? ~디어 마이 시스터~,하시모토 히로유키,,(주)애니플러스,(주)애니플러스,2018-01-18,1,일본,84,16655,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=주문은 토끼입니까?? ~디어 마이 시스터~%09&section=all&ie=utf8,4.56,사쿠라아야네,미나세이노리,타네다리사
105,528,가디언즈,피터 램지,드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2012-11-29,11,미국,470,1075584,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=가디언즈%09&section=all&ie=utf8,4.59,크리스파인,알렉볼드윈,주드로
106,26,엔드 오브 왓치,데이비드 에이어,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),(주)인벤트스톤,2012-12-06,12,미국,54,10985,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=엔드 오브 왓치%09&section=all&ie=utf8,4.6,제이크질렌할,마이클페나,안나켄드릭
107,251,더 퍼지,제임스 드모나코,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-11-06,11,미국,232,137126,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=더 퍼지%09&section=all&ie=utf8,4.63,레나헤디,에단호크,맥스버크홀더
108,1011,설계,박창진,(주)율,,(주)팝엔터테인먼트,2014-09-18,9,한국,257,45638,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=설계%09&section=all&ie=utf8,4.64,신은경,오인혜,이기영
109,912,아바타 정글의 비밀,슈커,,주식회사 풍경소리,(주)팝엔터테인먼트,2014-03-27,3,중국,162,12876,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=아바타 정글의 비밀%09&section=all&ie=utf8,4.66,장안치,리정샹,
110,354,이스케이프 플랜,미카엘 하프스트롬,,판씨네마(주),판씨네마(주),2013-12-05,12,미국,287,292655,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=이스케이프 플랜%09&section=all&ie=utf8,4.67,아놀드슈왈제네거,실베스터스탤론,제임스카비젤
111,1220,주유소 습격사건 2,김상진,"㈜감독의집,(주)시네마서비스",,(주)시네마서비스,2010-01-21,1,한국,322,742475,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=주유소 습격사건 2%09&section=all&ie=utf8,4.67,지현우,조한선,문원주
112,1017,데자뷰,고경민,"(주)스톰픽쳐스코리아,(주)원픽쳐스",,씨네그루(주)키다리이엔티,2018-05-30,5,한국,536,48287,미스터리,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=데자뷰%09&section=all&ie=utf8,4.72,이천희,남규리,이규한
113,1240,고死 두 번째 이야기: 교생실습,유선동,(주)코어콘텐츠미디어,,(주)넥스트엔터테인먼트월드(NEW),2010-07-28,7,한국,320,872594,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=고死 두 번째 이야기: 교생실습%09&section=all&ie=utf8,4.72,김수로,황정음,윤시윤
114,1312,차이나타운,한준희,폴룩스픽쳐스(주),,CGV아트하우스,2015-04-29,4,한국,551,1472006,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=차이나타운%09&section=all&ie=utf8,4.73,김혜수,김고은,엄태구
115,553,라스트 에어벤더,M. 나이트 샤말란,파라마운트 픽쳐스,씨제이엔터테인먼트,씨제이엔터테인먼트,2010-08-19,8,미국,396,1394110,액션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=라스트 에어벤더%09&section=all&ie=utf8,4.74,노아링어,잭슨라스본,니콜라펠츠
116,343,울프맨,조 존스톤,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-02-11,2,미국,266,270683,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=울프맨%09&section=all&ie=utf8,4.75,베니시오델토로,안소니홉킨스,에밀리블런트
117,969,내 남자의 순이,김호준,"여해 엔터테인먼트,㈜프레임 에이치 컨텐츠 그룹",,(주)새인컴퍼니,2010-05-27,5,한국,100,10618,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=내 남자의 순이%09&section=all&ie=utf8,4.75,박해미,신이,이태성
118,910,퇴마전: 마령검의 비밀,"포덕희,조천우",,(주)누리픽쳐스,(주)누리픽쳐스,2015-08-27,8,중국,50,10922,판타지,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=퇴마전: 마령검의 비밀%09&section=all&ie=utf8,4.78,,,
119,1053,인류멸망 보고서,김지운,지오엔터테인먼트,,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",2012-04-11,4,한국,236,97555,SF,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=인류멸망 보고서%09&section=all&ie=utf8,4.79,류승범,송새벽,김강우
120,1070,나의 절친 악당들,임상수,"휠므빠말주식회사,이십세기폭스 인터내셔널 프로덕션",,이십세기폭스코리아(주),2015-06-25,6,한국,384,133553,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=나의 절친 악당들%09&section=all&ie=utf8,4.83,류승범,고준희,류현경
121,1222,레슬러,김대웅,(주)안나푸르나필름,,롯데쇼핑㈜롯데엔터테인먼트,2018-05-09,5,한국,957,766131,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=레슬러%09&section=all&ie=utf8,4.84,유해진,김민재,이성경
122,177,피라냐 3DD,존 걸레거,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-08-01,8,미국,269,74044,공포(호러),청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=피라냐 3DD%09&section=all&ie=utf8,4.85,다니엘파나베이커,빙라메스,데이빗핫셀호프
123,425,피라냐,알렉산더 아야,아톰셰어 엔터테인먼트,(주)누리픽쳐스,에스케이텔레콤(주),2010-08-26,8,미국,306,515074,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=피라냐%09&section=all&ie=utf8,4.85,,,
124,1030,헤드,조운,(주)이든픽쳐스 ,,(주)에스비에스콘텐츠허브,2011-05-26,5,한국,196,61414,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=헤드%09&section=all&ie=utf8,4.85,박예진,백윤식,류덕환
125,1193,7년의 밤,추창민,"(주)바른손,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-03-28,3,한국,872,528014,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=7년의 밤%09&section=all&ie=utf8,4.86,장동건,류승룡,송새벽
126,1474,명량,김한민,(주)빅스톤픽쳐스,,씨제이이앤엠(주),2014-07-30,7,한국,1587,17613682,사극,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=명량%09&section=all&ie=utf8,4.91,김한민,오타니료헤이,이해영
127,201,7번째 아들,세르게이 보드로프,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-02-11,2,미국,358,92598,어드벤처,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=7번째 아들%09&section=all&ie=utf8,4.92,줄리안무어,벤반스,제프브리지스
128,374,숲속으로,롭 마샬,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2014-12-24,12,미국,356,341882,뮤지컬,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=숲속으로%09&section=all&ie=utf8,4.92,안나켄드릭,조니뎁,에밀리블런트
129,47,링스,하비에르 구티에레즈,,(주)다자인소프트,(주)다자인소프트,2017-04-06,4,미국,123,16199,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=링스%09&section=all&ie=utf8,4.96,마틸다안나잉그리드루츠,알렉스로,
130,710,아프리카 마법여행,조르디 롬파르트,,(주)씨씨에스미디어,롯데쇼핑㈜롯데엔터테인먼트,2011-01-20,1,스페인,150,46025,어드벤처,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=아프리카 마법여행%09&section=all&ie=utf8,4.98,레오노르와틀링,에바게레슨,레이몬드불라
131,1060,5백만불의 사나이,김익로,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",,씨제이이앤엠(주),2012-07-19,7,한국,331,104736,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=5백만불의 사나이%09&section=all&ie=utf8,4.98,박진영,조성하,민효린
132,302,버드맨,알레한드로 곤잘레스 이냐리투,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-03-05,3,미국,380,204742,코미디,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=버드맨%09&section=all&ie=utf8,5,마이클키튼,에드워드노튼,엠마스톤
133,778,사다코 2,하나부사 츠토무,,(주)도키엔터테인먼트,(주)미디어데이,2014-03-13,3,일본,100,12696,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=사다코 2%09&section=all&ie=utf8,5.02,타키모토미오리,세토코지,
134,802,데스노트: 더 뉴 월드,사토 신스케,,(주)엔케이컨텐츠,(주)디스테이션,2017-03-29,3,일본,309,28723,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=데스노트: 더 뉴 월드%09&section=all&ie=utf8,5.03,히가시데마사히로,이케마츠소스케,토다에리카
135,1112,미옥,이안규,(주)영화사 소중한,,씨네그루(주)키다리이엔티,2017-11-09,11,한국,635,238587,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=미옥%09&section=all&ie=utf8,5.03,김혜수,이선균,
136,1254,염력,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2018-01-31,1,한국,1099,990111,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=염력%09&section=all&ie=utf8,5.03,류승룡,심은경,
137,141,파라노말 액티비티4,"아리엘 슐만,헨리 유스트",파라마운트,씨제이이앤엠(주),씨제이이앤엠(주),2012-10-25,10,미국,173,54461,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=파라노말 액티비티4%09&section=all&ie=utf8,5.05,,,
138,1215,고양이: 죽음을 보는 두 개의 눈,변승욱,파인하우스필름(주),,(주)넥스트엔터테인먼트월드(NEW),2011-07-07,7,한국,304,670295,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=고양이: 죽음을 보는 두 개의 눈%09&section=all&ie=utf8,5.07,박민영,김동욱,김예론
139,130,포레스트: 죽음의 숲,제이슨 자다,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-03-30,3,미국,312,50631,공포(호러),12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=포레스트: 죽음의 숲%09&section=all&ie=utf8,5.1,나탈리도머,테일러키니,오자와유키요시
140,763,글래디에이터: 로마 영웅 탄생의 비밀 3D,이기니오 스트라피,,(유)조이앤컨텐츠그룹,(주)에스비에스콘텐츠허브,2013-03-14,3,이탈리아,275,44198,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=글래디에이터: 로마 영웅 탄생의 비밀 3D%09&section=all&ie=utf8,5.13,로라치아티,베렌로드리게즈,엠마테이트
141,1206,미쓰GO,박철관,영화사 도로시(주),,(주)넥스트엔터테인먼트월드(NEW),2012-06-21,6,한국,440,611685,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=미쓰GO%09&section=all&ie=utf8,5.13,고현정,유해진,성동일
142,805,령 : 저주받은 사진,아사토 마리,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2015-06-04,6,일본,253,35984,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=령 : 저주받은 사진%09&section=all&ie=utf8,5.15,나카죠아야미,모리카와아오이,고지마후지코
143,1475,베이트,킴블 렌달,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-08-08,8,호주,59,16091,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=베이트%09&section=all&ie=utf8,5.15,자비에르사무엘,샤니빈슨,줄리안맥마혼
144,790,부도리의 꿈 ,스기이 기사부로,,(주)미디어캐슬,(주)나이너스엔터테인먼트,2013-01-30,1,일본,117,18940,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=부도리의 꿈 %09&section=all&ie=utf8,5.16,오구리슌,쿠츠나시오리,에모토아키라
145,1102,속닥속닥,최상훈,(주)파이브데이,,(주)그노스,2018-07-13,7,한국,314,217430,공포(호러),15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=속닥속닥%09&section=all&ie=utf8,5.16,소주연,김민규,
146,953,솔로몬 케인,마이클 J.버세트,다비스 필름,(주)영화사 이슈,(주)화앤담이엔티,2010-03-25,3,프랑스,199,126855,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=솔로몬 케인%09&section=all&ie=utf8,5.17,,,
147,200,샤크 나이트 3D,데이비드 R. 엘리스,,,(주)화앤담이엔티,2011-09-15,9,미국,239,92505,스릴러,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=샤크 나이트 3D%09&section=all&ie=utf8,5.18,,,
148,1339,해결사,권혁재,(주)외유내강,,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",2010-09-09,9,한국,524,1873327,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=해결사%09&section=all&ie=utf8,5.2,설경구,이정진,오달수
