영화명,개봉일,상영횟수,상영점유율
한여름의 판타지아,2015-06-11,"2,835",0.00 
스트레이트 아웃 오브 컴턴,2015-09-10,"2,766",0.00 
타이밍,2015-12-10,"2,737",0.00 
와일드,2015-01-22,"2,733",0.00 
피케이: 별에서 온 얼간이,2015-09-03,"2,697",0.00 
보루토 - 나루토 더 무비,2015-12-10,"2,682",0.00 
눈의 여왕 2: 트롤의 마법거울,2014-12-24,"2,660",0.00 
러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,"2,637",0.00 
검은손,2015-04-16,"2,572",0.00 
포켓몬 레인저와 바다의 왕자 마나피,2006-07-20,"2,566",0.00 
어떤살인,2015-10-28,"2,562",0.00 
더 랍스터,2015-10-29,"2,513",0.00 
신은 죽지 않았다,2015-04-16,"2,372",0.00 
더 매직: 리틀톰과 도둑공주,2015-09-24,"2,195",0.00 
더 테너 리리코 스핀토,2014-12-31,"2,180",0.00 
더 라스트: 나루토 더 무비,2015-02-26,"2,109",0.00 
데모닉,2015-06-25,"2,081",0.00 
아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,"2,071",0.00 
라스트 위치 헌터,2015-12-30,"2,035",0.00 
유고와 라라: 하늘고래와 구름섬 대모험,2015-04-09,"2,027",0.00 
블랙버드,2015-01-28,"2,007",0.00 
나를 미치게 하는 여자,2015-12-10,"1,999",0.00 
태양을 쏴라,2015-03-19,"1,983",0.00 
개구리왕국,2015-11-12,"1,971",0.00 
몬스터 헌트,2015-11-12,"1,954",0.00 
러브 액츄얼리,2003-12-05,"1,928",0.00 
정글번치: 너구리 해적단과 보물지도,2015-06-25,"1,926",0.00 
라이프,2015-10-15,"1,893",0.00 
차일드 44,2015-05-28,"1,865",0.00 
리그레션,2015-10-15,"1,856",0.00 
바다 탐험대 옥토넛 스페셜,2015-02-05,"1,855",0.00 
엘리제궁의 요리사,2015-03-19,"1,803",0.00 
내일을 위한 시간,2015-01-01,"1,781",0.00 
고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,"1,768",0.00 
바닷마을 다이어리,2015-12-17,"1,694",0.00 
진격의 거인: 홍련의 화살,2015-01-28,"1,659",0.00 
코멧,2015-03-25,"1,573",0.00 
어바웃 리키,2015-09-03,"1,532",0.00 
윈드랜드,2015-04-02,"1,494",0.00 
마돈나,2015-07-02,"1,474",0.00 
폭스캐처,2015-02-05,"1,469",0.00 
뷰티풀 라이,2015-03-26,"1,452",0.00 
우먼 인 블랙: 죽음의 천사,2015-09-10,"1,422",0.00 
베스트 오브 미,2015-06-18,"1,422",0.00 
트립 투 이탈리아,2015-06-04,"1,418",0.00 
앙: 단팥 인생 이야기,2015-09-10,"1,415",0.00 
해피 홀리데이,2015-05-14,"1,405",0.00 
슈퍼 스파이: 수상한 임무,2015-10-15,"1,403",0.00 
이웃집에 신이 산다,2015-12-24,"1,395",0.00 
리틀 보이,2015-12-10,"1,371",0.00 
하나와 앨리스: 살인사건,2015-05-27,"1,357",0.00 
써드 퍼슨 - 감독판,2015-05-28,"1,342",0.00 
러브 앤 머시,2015-07-30,"1,331",0.00 
리틀드래곤 코코넛,2015-07-02,"1,329",0.00 
온리 유,2015-10-15,"1,315",0.00 
스윗 프랑세즈,2015-12-03,"1,303",0.00 
유아 낫 유,2015-01-21,"1,243",0.00 
더 기프트,2015-11-05,"1,239",0.00 
라자루스,2015-07-02,"1,232",0.00 
타투,2015-12-10,"1,223",0.00 
꼬마 유령,2015-06-11,"1,212",0.00 
사이코패스,2015-05-28,"1,198",0.00 
무민 더 무비,2015-08-13,"1,195",0.00 
호야와 토리: 드래곤 숲의 비밀,2015-06-04,"1,180",0.00 
제 7기사단,2015-09-10,"1,155",0.00 
돼지 같은 여자,2015-09-10,"1,125",0.00 
위로공단,2015-08-13,"1,095",0.00 
더 로프트 : 비밀의 방,2015-10-01,"1,094",0.00 
엑시덴탈 러브,2015-05-07,"1,084",0.00 
슬리핑 위드 아더 피플,2015-10-22,"1,077",0.00 
"안녕, 전우치! 도술로봇대결전",2015-10-08,"1,076",0.00 
옐로우버드,2015-02-18,"1,074",0.00 
이다,2015-02-18,"1,065",0.00 
청춘의 증언,2015-04-09,"1,062",0.00 
모스트 바이어런트,2015-04-02,"1,061",0.00 
비비안 마이어를 찾아서,2015-04-30,"1,060",0.00 
엘리펀트 송,2015-06-11,"1,059",0.00 
일곱난쟁이,2014-12-24,"1,027",0.00 
난 그녀와 키스했다,2015-07-22,"1,009",0.00 
부에나 비스타 소셜 클럽,2001-03-01,"1,005",0.00 
아이돌 마스터 무비 : 빛의 저편으로!,2015-11-19,987,0.00 
드래곤볼 Z : 부활의 F,2015-10-01,982,0.00 
셀마,2015-07-23,981,0.00 
종이 달,2015-07-23,978,0.00 
기적의 피아노,2015-09-03,958,0.00 
레전드 오브 래빗: 불의 전설,2015-09-24,954,0.00 
숲속으로,2014-12-24,950,0.00 
이민자,2015-09-03,936,0.00 
세상끝의 사랑,2015-11-12,929,0.00 
챔피언 프로그램,2015-10-28,927,0.00 
결혼하지 않아도 괜찮을까,2015-04-09,901,0.00 
우주로봇 씨어,2015-03-12,900,0.00 
네이든,2015-06-25,900,0.00 
뽀로로 극장판 눈요정 마을 대모험,,896,0.00 
아마조니아,2015-08-05,875,0.00 
렛 미 인,2008-11-13,835,0.00 
나쁜 녀석들,2015-03-26,834,0.00 
명량: 회오리 바다를 향하여,2015-05-07,824,0.00 
호비와 엄마나무섬의 비밀,2015-07-02,820,0.00 
더 리치,2015-07-16,812,0.00 
아스테릭스: 신들의 전당,2015-04-30,801,0.00 
라이드 : 나에게로의 여행,2015-07-16,789,0.00 
슬로우 웨스트,2015-10-08,786,0.00 
마미,2014-12-18,779,0.00 
빽 투더 퓨쳐 2,1990-01-13,773,0.00 
"알로, 슈티",2015-07-02,746,0.00 
와일드 카드,2015-03-19,742,0.00 
무드 인디고,2014-12-11,736,0.00 
리틀 포레스트 2: 겨울과 봄,2015-05-14,731,0.00 
나의 어머니,2015-08-20,727,0.00 
꿈보다 해몽,2015-02-12,724,0.00 
생 로랑,2015-04-16,719,0.00 
서유기 : 모험의 시작,2015-02-05,714,0.00 
그 사람 그 사랑 그 세상,2014-11-20,712,0.00 
나의 사적인 여자친구,2015-01-08,705,0.00 
슈퍼레이서 엔지,2015-09-10,694,0.00 
어느 하녀의 일기,2015-08-06,694,0.00 
마리 이야기: 손끝의 기적,2015-08-20,688,0.00 
학교괴담 : 저주의 언령,2015-07-02,671,0.00 
나쁜 나라,2015-12-03,666,0.00 
에스엠타운 더 스테이지,2015-08-13,652,0.00 
노크 노크,2015-10-22,652,0.00 
라이엇 클럽,2015-10-22,640,0.00 
블러바드,2015-08-13,634,0.00 
앨리스: 원더랜드에서 온 소년,2015-12-10,632,0.00 
사랑이 이긴다,2015-09-10,632,0.00 
적도,2015-05-28,631,0.00 
그라운드의 이방인,2015-03-19,630,0.00 
더 원 아이 러브,2015-11-05,626,0.00 
빽 투 더 퓨쳐,1987-07-17,622,0.00 
에이미,2015-11-05,620,0.00 
울트라맨 사가,2015-02-26,619,0.00 
파리 폴리,2015-02-26,607,0.00 
트라이브,2015-01-29,607,0.00 
순교,2015-08-13,605,0.00 
5 투 7,2015-11-19,604,0.00 
산다,2015-05-21,604,0.00 
리바이어던,2015-03-19,603,0.00 
반짝이는 박수 소리,2015-04-23,597,0.00 
앙리 앙리,2015-10-29,595,0.00 
이별까지 7일,2015-01-15,595,0.00 
마이 페어 웨딩,2015-06-04,593,0.00 
거짓말,2015-10-29,589,0.00 
바티칸 뮤지엄,2015-01-08,587,0.00 
제네시스: 세상의 소금,2015-02-26,586,0.00 
세레나,2015-04-23,584,0.00 
꾸루꾸루와 친구들: 무지개 나무의 비밀,2015-11-19,578,0.00 
원 와일드 모먼트,2015-08-27,574,0.00 
미스터 터너,2015-01-22,569,0.00 
포스 마쥬어: 화이트 베케이션,2015-03-12,566,0.00 
칼릴 지브란의 예언자,2015-09-10,560,0.00 
진격의 거인: 자유의 날개,2015-12-10,560,0.00 
모던 타임즈,1988-07-02,557,0.00 
원스 어폰 어 타임 인 아메리카,1984-12-10,556,0.00 
더 딥 블루 씨,2015-04-23,540,0.00 
시티즌포,2015-11-19,539,0.00 
침묵의 시선,2015-09-03,534,0.00 
미스터 하이네켄,2015-09-17,522,0.00 
세계일주,2015-03-26,519,0.00 
아마데우스 감독판,2015-10-29,513,0.00 
디판,2015-10-22,512,0.00 
잡식가족의 딜레마,2015-05-07,511,0.00 
라이즈 오브 더 레전드: 황비홍,2015-09-10,510,0.00 
노엘의 선물,2015-02-05,508,0.00 
리틀 포레스트: 여름과 가을,2015-02-12,508,0.00 
재키 앤 라이언,2015-11-19,507,0.00 
디올 앤 아이,2015-08-06,503,0.00 
투 나잇 스탠드,2015-05-07,493,0.00 
나쁜 사랑,2015-04-16,490,0.00 
쿼바디스,2014-12-10,485,0.00 
윈터 슬립,2015-05-07,484,0.00 
은하철도의 꿈,2015-04-09,481,0.00 
피아니스트,2003-01-01,480,0.00 
암살교실,2015-08-27,475,0.00 
러브 인 프로방스,2015-10-08,473,0.00 
생각보다 맑은,2015-01-22,458,0.00 
엘리노어 릭비: 그 남자,2015-04-09,451,0.00 
경계의 저편 : I'LL BE HERE -미래편-,2015-10-08,441,0.00 
미스 줄리,2015-06-18,439,0.00 
미스트리스 아메리카,2015-12-10,434,0.00 
바람의 검심 : 교토 대화재편,2015-02-26,428,0.00 
스트레인저랜드,2015-08-06,422,0.00 
조류인간,2015-02-26,412,0.00 
해피 해피 와이너리,2015-03-12,411,0.00 
망원동 인공위성,2015-02-05,410,0.00 
나이트 오브 컵스,2015-11-12,407,0.00 
오늘영화,2015-08-20,405,0.00 
엘리노어 릭비: 그 여자,2015-04-09,398,0.00 
고양이 장례식,2015-01-15,394,0.00 
갓 헬프 더 걸,2015-02-12,392,0.00 
더 커널,2015-08-20,387,0.00 
영도,2015-09-10,385,0.00 
밤을 걷는 뱀파이어 소녀,2015-06-25,384,0.00 
모든 비밀스러운 것들,2015-07-02,383,0.00 
어우동: 주인 없는 꽃,2015-01-29,381,0.00 
클라우즈 오브 실스마리아,2014-12-18,379,0.00 
어떤이의 꿈,2015-11-26,375,0.00 
아리아,2015-04-23,375,0.00 
사일런트 하트,2015-11-19,367,0.00 
마담 보바리,2015-12-10,365,0.00 
세컨 찬스,2015-06-11,356,0.00 
맹글혼,2015-11-26,350,0.00 
화이트 갓,2015-04-02,343,0.00 
더 디너,2015-07-16,343,0.00 
트립 투 잉글랜드,2015-11-26,342,0.00 
설해,2015-01-08,335,0.00 
엔드 오브 디 어스,2015-01-29,329,0.00 
노블,2015-10-01,326,0.00 
마담 보바리,2015-04-02,324,0.00 
미라클 여행기,2015-01-15,320,0.00 
아이 킬드 마이 마더,2015-01-15,313,0.00 
위시 아이 워즈 히어,2015-09-10,311,0.00 
늙은 자전거,2015-11-12,307,0.00 
더 크로니클: 뮤턴트의 반격,2015-11-12,301,0.00 
필름시대사랑,2015-10-22,300,0.00 
위선자들,2015-11-26,297,0.00 
택시,2015-11-05,294,0.00 
와일드 테일즈: 참을 수 없는 순간,2015-05-21,293,0.00 
"나의 아들, 나의 어머니",2015-12-17,287,0.00 
순천,2014-09-04,286,0.00 
경계의 저편 : I'LL BE HERE -과거편-,2015-10-22,285,0.00 
우리가 사랑한 시간,2015-11-12,281,0.00 
세상의 끝에서 커피 한잔,2015-11-05,276,0.00 
쿠크하트 : 시계심장을 가진 소년,2015-08-20,275,0.00 
마카담 스토리,2015-12-24,271,0.00 
아일랜드 - 시간을 훔치는 섬,2015-11-26,266,0.00 
밀양 아리랑,2015-07-16,257,0.00 
세컨드 마더,2015-11-12,256,0.00 
위대한 독재자,1988-11-19,255,0.00 
가름워즈: 마지막 예언자,2015-12-03,247,0.00 
질투,2015-04-09,245,0.00 
폴레트의 수상한 베이커리,2015-08-13,245,0.00 
션샤인 러브,2015-09-17,243,0.00 
카토 프로젝트,2014-04-17,243,0.00 
바람의 검심 : 전설의 최후편,2015-03-05,240,0.00 
살인재능,2015-07-30,237,0.00 
에덴 : 동물원 사수 대작전,2015-09-03,234,0.00 
울보 권투부,2015-10-29,232,0.00 
레드 툼,2015-07-09,231,0.00 
에벌리,2015-06-04,229,0.00 
목숨,2014-12-04,229,0.00 
막걸스,2015-05-21,228,0.00 
인생면허시험,2015-10-29,224,0.00 
싱 오버 미,2015-09-24,224,0.00 
백설공주 살인사건,2015-02-12,214,0.00 
그들이 죽었다,2015-12-10,212,0.00 
오마르,2015-02-05,207,0.00 
해에게서 소년에게,2015-11-19,202,0.00 
파스카,2015-07-09,201,0.00 
인 허 플레이스,2015-12-17,189,0.00 
더 홈즈맨,2015-10-08,189,0.00 
하루,2015-08-06,185,0.00 
도쿄 트라이브,2015-06-18,185,0.00 
"그녀, 잉그리드 버그만",2015-10-15,181,0.00 
미스터 레오스 카락스,2015-10-08,180,0.00 
개: dog eat dog,2015-03-05,179,0.00 
투 라이프,2015-05-07,175,0.00 
다이빙벨,2014-10-23,173,0.00 
모두의 천사 가디,2015-05-07,173,0.00 
극장판 푸른 강철의 아르페지오 - 아르스 노바 - DC,2015-06-18,171,0.00 
들꽃,2015-11-05,170,0.00 
폴라로이드,2015-07-16,169,0.00 
에브리띵 윌 비 파인,2015-12-31,167,0.00 
블루 룸,2015-08-13,166,0.00 
맵 투 더 스타,2014-12-25,161,0.00 
사랑에 대한 모든 것,2014-12-10,156,0.00 
에덴: 로스트 인 뮤직,2015-10-29,155,0.00 
"제자, 옥한흠",2014-10-30,154,0.00 
오디세오,2015-10-22,153,0.00 
"10,000km(만 킬로미터)",2015-07-16,152,0.00 
서태지밴드 콘서트투어 '콰이어트나이트',2015-11-26,151,0.00 
코인라커,2015-05-28,151,0.00 
아이다,2015-07-01,149,0.00 
당신의 세상은 지금 몇 시?,2015-11-19,147,0.00 
카이트,2015-06-11,147,0.00 
퇴마전: 마령검의 비밀,2015-08-27,143,0.00 
K 미싱 킹즈,2015-04-16,141,0.00 
보이후드,2014-10-23,140,0.00 
명령불복종 교사,2015-05-14,137,0.00 
설지,2015-11-26,137,0.00 
커밍 홈,2015-05-28,134,0.00 
투캅스 인 파리,2015-03-26,134,0.00 
뱀파이어 아카데미,2015-04-09,134,0.00 
꾸뻬씨의 행복여행,2014-11-27,133,0.00 
일분만 더,2015-04-09,133,0.00 
맛있는 택배,2015-04-02,130,0.00 
무서운 집,2015-07-30,128,0.00 
자유의 언덕,2014-09-04,127,0.00 
후쿠시마의 미래,2015-04-09,126,0.00 
피아노의 숲,2008-10-30,122,0.00 
악인은 살아 있다,2015-07-16,122,0.00 
그랜드 부다페스트 호텔,2014-03-20,122,0.00 
그녀,2014-05-22,121,0.00 
파리오페라발레 갈라쇼,2015-05-02,118,0.00 
타이거 마운틴,2015-04-23,117,0.00 
어바웃 타임,2013-12-05,112,0.00 
세비야의 이발사,2015-02-04,112,0.00 
"서툴지만, 사랑",2015-12-10,108,0.00 
부곡 하와이,2015-04-30,106,0.00 
한밤의 아이들,2015-07-02,106,0.00 
트루스 어바웃 엠마누엘,2015-09-17,101,0.00 
돈 조반니,2015-06-06,101,0.00 
스킨 트레이드,2015-08-20,100,0.00 
파티51,2014-12-11,99,0.00 
동경 표류일기,2015-07-02,97,0.00 
피케이: 별에서 온 얼간이 감독판,2015-09-03,95,0.00 
플랑크 상수,2015-04-30,94,0.00 
철도원,2000-02-04,93,0.00 
파일 : 4022일의 사육,2015-12-10,93,0.00 
빌리 엘리어트 뮤지컬 라이브,2014-11-27,93,0.00 
카르멘,2015-04-11,92,0.00 
마지막 황제,1988-12-23,92,0.00 
공동경비구역 JSA,2000-09-08,89,0.00 
성난 화가,2015-06-18,89,0.00 
벤베누토 첼리니,2015-03-04,89,0.00 
젊은 처제,2015-09-10,88,0.00 
디렉터스 컷,2015-07-02,88,0.00 
맛있는 비행,2015-10-22,87,0.00 
라 트라비아타,2015-08-12,86,0.00 
마농,2015-10-21,85,0.00 
색끈한 퓨전사극 심청야사,2015-12-17,85,0.00 
운명의 힘,2015-10-24,85,0.00 
불안한 외출,2015-12-10,85,0.00 
일 트로바토레 잘츠부르크 페스티벌,2015-07-25,84,0.00 
오페라의 유령 : 25주년 특별 공연,,84,0.00 
파우스트,2015-09-09,83,0.00 
착한 처제,2015-11-19,82,0.00 
토스카,2015-04-01,82,0.00 
마담 프루스트의 비밀정원,2014-07-24,82,0.00 
누레예프 갈라,2015-06-11,81,0.00 
몽골리안 프린세스,2015-03-19,81,0.00 
후궁탈출,2015-06-03,79,0.00 
우주형제#0,2015-05-14,79,0.00 
피가로의 결혼,2015-02-21,79,0.00 
마술피리,2014-08-02,77,0.00 
비긴 어게인,2014-08-13,76,0.00 
가면무도회,2015-09-12,75,0.00 
천녀유혼,1987-12-05,73,0.00 
세비야의 이발사,2015-06-06,72,0.00 
그런 날 사이에 어떤 날,2015-04-09,70,0.00 
아스타 라 비스타,2015-11-19,70,0.00 
거인,2014-11-13,70,0.00 
러브 펀치,2015-07-16,69,0.00 
들개,2014-04-03,68,0.00 
액트 오브 킬링,2014-11-20,68,0.00 
용주골,2015-11-19,65,0.00 
메리 위도우,2015-07-18,64,0.00 
유닛7,2015-01-22,63,0.00 
카발레리아 루스티카나 & 팔리아치,2015-11-21,62,0.00 
"그 시절, 우리가 좋아했던 소녀",2012-08-22,61,0.00 
자가당착: 시대정신과 현실참여,2015-09-10,61,0.00 
혜경궁 홍씨,2015-06-04,61,0.00 
고양이 살인사건,2015-09-03,61,0.00 
비치하트애솔,2015-01-29,60,0.00 
돌아오지 않는 강,1971-04-27,60,0.00 
아이다 라스칼라,2015-12-05,60,0.00 
포장마차,2015-10-01,59,0.00 
오르페오와 에우리디체,2015-02-07,59,0.00 
새폴더2,2015-10-23,58,0.00 
다이빙벨: 진실은 침몰하지 않습니다,2015-04-16,58,0.00 
라 트라비아타,2013-07-06,57,0.00 
고시원,2015-10-30,57,0.00 
그녀에게,2003-04-18,56,0.00 
데싸우 댄서스,2015-12-24,56,0.00 
미션스쿨,2015-10-15,56,0.00 
폴 매카트니의 락쇼,2015-04-02,56,0.00 
퐁네프의 연인들,1992-04-18,55,0.00 
키스 미 어게인,2015-06-11,54,0.00 
오명,,53,0.00 
티파니에서 아침을,2011-08-26,53,0.00 
"러브, 로지",2014-12-10,51,0.00 
라스트 탱고,2015-12-31,50,0.00 
위대한 유산,2015-03-12,50,0.00 
당산대형,1973-10-28,50,0.00 
이바라키의 여름,2015-08-06,50,0.00 
펜잔스의 해적,2015-11-18,49,0.00 
호프만 이야기,2015-08-22,49,0.00 
감금의 시간,2015-12-03,49,0.00 
허니문,2015-07-23,49,0.00 
라보엠,2014-12-20,49,0.00 
덫: 치명적인 유혹,2015-09-17,48,0.00 
러브레터,1999-11-20,48,0.00 
호수의 여인,2015-10-24,48,0.00 
The Dam Keeper,,48,0.00 
애인,2015-06-17,48,0.00 
황진이,1986-09-18,47,0.00 
미궁: 비밀애,2015-04-23,47,0.00 
구스범스,2016-01-14,46,0.00 
리스본행 야간열차,2014-06-05,46,0.00 
유부녀들,2015-10-14,46,0.00 
아름다운 팔도강산,1972-01-01,45,0.00 
마당을 나온 암탉,2011-07-28,45,0.00 
나도 때론 포르노그라피의 주인공이고 싶다,2015-11-12,45,0.00 
도쿄아포칼립스: 최후의 결전,2015-09-10,45,0.00 
존 웨인의 기병대,,45,0.00 
내 친구의 아내,2015-12-03,45,0.00 
욜란타 & 푸른 수염의 성,2015-09-26,44,0.00 
전쟁과 평화,1977-09-27,44,0.00 
카트,2014-11-13,44,0.00 
미션,1986-12-24,44,0.00 
을화,1979-09-28,43,0.00 
"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,43,0.00 
숏텀 12,2015-07-02,42,0.00 
스피드,2015-10-22,42,0.00 
꽃보다 처녀귀신,2015-01-15,42,0.00 
친구엄마,2015-11-12,42,0.00 
아름다운 유혹,2015-04-16,42,0.00 
지상에서 영원으로,,42,0.00 
시티 라이트,1989-02-04,42,0.00 
시네마 천국,1990-07-07,42,0.00 
엑소더스: 신들과 왕들,2014-12-03,42,0.00 
맥베스,2015-01-24,41,0.00 
내일까지 5분전,2015-04-16,41,0.00 
메이드 인 차이나,2015-06-25,41,0.00 
기화,2015-02-26,41,0.00 
쥬로링 동물탐정 극장판,2014-12-18,41,0.00 
자이언트,1974-02-28,40,0.00 
리칭의 여선생,1972-07-06,40,0.00 
애니를 위하여,2015-10-22,39,0.00 
카사블랑카,1999-04-03,39,0.00 
사브리나,,39,0.00 
반금련,1981-03-13,39,0.00 
삼손과 데릴라,1974-12-21,39,0.00 
나이아가라,,39,0.00 
러브앤서울 복숭아마을 도색소동기,2015-07-27,38,0.00 
카라마조프가의 형제들,,37,0.00 
화장실의 피에타,2015-10-29,37,0.00 
클레오파트라,,37,0.00 
아내의 애인,2015-10-08,37,0.00 
여로,,36,0.00 
초원의 빛,1972-03-18,36,0.00 
붓다 : 위대한 여정,2015-05-28,36,0.00 
당신만을 사랑해,1978-08-12,36,0.00 
대부,1973-09-01,36,0.00 
짓2: 붉은 낙타,2015-08-07,36,0.00 
마르셀리노,1990-04-07,35,0.00 
물랑루즈,2001-10-26,35,0.00 
극장판 파이널 <하늘의 유실물 : 영원한 나의 새장>,2015-01-01,35,0.00 
교수와 여제자 3,2015-09-23,35,0.00 
맛있는 덫-정사,2015-09-30,35,0.00 
명량,2014-07-30,35,0.00 
하울의 움직이는 성,2004-12-23,34,0.00 
빅 웨딩,2013-06-27,34,0.00 
BiFan2015 판타스틱 단편 걸작선 1,,34,0.00 
태양은 가득히,1973-02-03,34,0.00 
폴리스 스토리,1988-07-22,34,0.00 
젊은 엄마 3,2015-09-03,33,0.00 
OK 목장의 결투,,33,0.00 
창백한 얼굴들,2015-09-10,33,0.00 
열녀문,,33,0.00 
브레이브 하트,1995-06-17,33,0.00 
권법형사 : 차이나타운,2015-07-09,33,0.00 
갈채,,32,0.00 
쾌걸 조로,,32,0.00 
모텔,2015-11-10,32,0.00 
유리씨즈,1975-12-27,32,0.00 
무기여 잘 있거라,1974-01-01,32,0.00 
장미의 이름,1989-06-03,32,0.00 
미드나잇 인 파리,2012-07-05,32,0.00 
족구왕,2014-08-21,32,0.00 
5일의 마중,2014-10-08,32,0.00 
말하지 못한 비밀,2015-10-22,31,0.00 
핫섹토크,2015-11-03,31,0.00 
BIAF2015-(국제경쟁) 학생 A,,31,0.00 
하숙집,2015-02-25,31,0.00 
한양 기방 춘향뎐,2015-11-26,31,0.00 
테스,1981-09-12,31,0.00 
깊고 푸른 밤,1985-03-01,31,0.00 
피나,2012-08-30,31,0.00 
백경,2008-03-15,30,0.00 
십계,1973-06-16,30,0.00 
터미네이터 2,1991-07-06,30,0.00 
쿼바디스,1973-01-13,30,0.00 
겨울여자,1977-09-27,30,0.00 
왕중왕,,30,0.00 
수색자,,30,0.00 
자니 기타,,30,0.00 
우산속의 세여자,1980-03-08,29,0.00 
80일간의 세계일주,,29,0.00 
캅카,2015-12-10,29,0.00 
누구를 위하여 종은 울리나,1972-03-18,29,0.00 
키드,1989-12-15,28,0.00 
나는 야한 여자가 좋다 3,2015-03-26,28,0.00 
엘머 갠트리,,28,0.00 
화산고래,2015-09-10,28,0.00 
왕과 나,,28,0.00 
기적,1972-12-23,28,0.00 
하타리,,28,0.00 
공즉시색,2015-11-26,28,0.00 
뜨거운 것이 좋아,,28,0.00 
작은 아씨들,,28,0.00 
위험한 섹스,2015-09-23,28,0.00 
조선안방 스캔들-칠거지악2,2015-10-22,28,0.00 
맛있는 정사: 오피스 와이프,2015-11-17,28,0.00 
BiFan2015 판타스틱 단편 걸작선 2,,28,0.00 
지휘자를 위한 1분,2014-12-04,28,0.00 
범죄의 제국,2015-08-06,28,0.00 
하이 눈,,28,0.00 
그렇게 아버지가 된다,2013-12-19,27,0.00 
진짜 진짜 미안해,1976-11-20,27,0.00 
신이 말하는 대로,2015-06-09,27,0.00 
