"영화명","감독","제작사","수입사","배급사","개봉일","개봉월","국적","전국스크린수","전국관객수","장르","등급","배우1","배우2","배우3","별점","감독점수","제작사점수","수입사점수","배우1점수","배우2점수","배우3점수"
"반창꼬","정기훈","(주)영화사오름","","(주)넥스트엔터테인먼트월드(NEW)","2012-12-19",12,"한국",466,2471721,"멜로/로맨스","15세이상관람가","고수","한효주","",8.58,1563064,2471721,1677501.34942085,975240.333333333,1454158.33333333,957932.33604336
"채비","조영준","(주)26컴퍼니","","오퍼스픽쳐스","2017-11-09",11,"한국",480,175889,"드라마","12세이상관람가","고두심","김성균","",8.76,175889,109725.5,1677501.34942085,175889,696064.4,957932.33604336
"8인:최후의결사단","진덕삼","차이나필름그룹","씨제이엔터테인먼트","씨제이엔터테인먼트","2010-01-21",1,"3국",160,116788,"액션","15세이상관람가","견자단","사정봉","양가휘",6.62,116788,116788,1034033.61538462,80627,116788,116788
"정무문:100대1의전설","유위강","","데이지엔터테인먼트","(주)싸이더스","2011-06-22",6,"3국",225,117141,"액션","15세이상관람가","견자단","서기","",7.35,117141,762553.945321993,457299.074074074,80627,117141,957932.33604336
"무협","진가신","","(주)봄비","(주)넥스트엔터테인먼트월드(NEW)","2011-11-17",11,"3국",137,28698,"액션","15세이상관람가","견자단","금성무","탕웨이",7.61,28698,762553.945321993,28698,80627,28698,28698
"엽문2","엽위신","만다린필름즈디스트리뷰션","(주)씨네라인코리아","(주)프라임엔터테인먼트","2010-06-16",6,"3국",141,59881,"액션","15세이상관람가","견자단","홍금보","황효명",8.77,63050,59881,59881,80627,59881,59881
"소녀괴담","오인천","(주)고스트픽처스,(주)주피터필름","","(주)리틀빅픽쳐스","2014-07-02",7,"한국",455,480528,"미스터리","15세이상관람가","강하늘","김소은","",5.47,267489,480528,1677501.34942085,1012184.66666667,480528,957932.33604336
"기억의밤","장항준","(주)비에이엔터테인먼트","","메가박스중앙(주)플러스엠,주식회사키위컴퍼니","2017-11-29",11,"한국",751,1387599,"미스터리","15세이상관람가","강하늘","김무열","",8.16,1387599,1209175.33333333,1677501.34942085,1012184.66666667,1366936.5,957932.33604336
"동주","이준익","(주)루스이소니도스","","메가박스중앙(주)플러스엠","2016-02-17",2,"한국",499,1168427,"드라마","12세이상관람가","강하늘","박정민","김인우",9.36,2290885.71428571,1168427,1677501.34942085,1012184.66666667,1168427,1763800.5
"IAM","최진성","씨제이이앤엠(주),(주)에스엠엔터테인먼트","","씨제이이앤엠(주)","2012-06-21",6,"한국",137,32988,"다큐멘터리","전체관람가","강타","보아","유노윤호",7.38,32988,32988,1677501.34942085,34422.5,34422.5,32988
"에스엠타운더스테이지","배성상","(주)에스엠컬처앤콘텐츠","","주식회사디에스이이디","2015-08-13",8,"한국",65,35857,"다큐멘터리","전체관람가","강타","보아","동방신기",8.25,35857,35857,1677501.34942085,34422.5,34422.5,35857
"차형사","신태라","(주)영화사홍","","씨제이이앤엠(주)","2012-05-30",5,"한국",433,1346754,"코미디","15세이상관람가","강지환","성유리","이수혁",7.46,1346754,1346754,1677501.34942085,1346754,1346754,1346754
"비정규직특수요원","김덕수","(주)스톰픽쳐스코리아,컴퍼니에이이엔티(주)","","(주)이수C&E,(주)스톰픽쳐스코리아","2017-03-16",3,"한국",497,149719,"코미디","15세이상관람가","강예원","한채아","",6.04,161082,149719,1677501.34942085,605565.5,149719,957932.33604336
"날,보러와요","이철하","(주)오에이엘,(주)발렌타인필름","","메가박스중앙(주)플러스엠","2016-04-07",4,"한국",683,1061412,"미스터리","청소년관람불가","강예원","이상윤","최진호",7.27,645511,1061412,1677501.34942085,605565.5,1061412,1061412
"초능력자","김민석","영화사집","","(주)넥스트엔터테인먼트월드(NEW)","2010-11-10",11,"한국",622,2164805,"SF","15세이상관람가","강동원","고수","정은채",6.68,2164805,3875319.83333333,1677501.34942085,1307579.2,1938681.25,2164805
"인랑","김지운","(주)루이스픽쳐스","","워너브러더스코리아(주)","2018-07-25",7,"한국",1085,863132,"SF","15세이상관람가","강동원","한효주","정우성",3.87,2072669.6,863132,1677501.34942085,1307579.2,1454158.33333333,863132
"골든슬럼버","노동석","영화사집","","씨제이이앤엠(주)","2018-02-14",2,"한국",833,1387562,"범죄","15세이상관람가","강동원","김의성","한효주",5.28,1387562,3875319.83333333,1677501.34942085,1307579.2,1387562,5138197
"두근두근내인생","이재용","영화사집","","씨제이이앤엠(주)","2014-09-03",9,"한국",629,1611519,"드라마","12세이상관람가","강동원","송혜교","조성목",7.05,1611519,3875319.83333333,1677501.34942085,1307579.2,1611519,1611519
"가려진시간","엄태화","(주)바른손이앤에이","","(주)쇼박스","2016-11-16",11,"한국",884,510878,"드라마","12세이상관람가","강동원","신은수","이효제",8.43,510878,510878,1677501.34942085,1307579.2,510878,510878
"무법자","김철한","청강스토리㈜","","(주)넥스트엔터테인먼트월드(NEW)","2010-03-18",3,"한국",192,163334,"드라마","청소년관람불가","감우성","장신영","김민주",2.84,163334,163334,1677501.34942085,163334,163334,163334
"헨젤과그레텔:마녀사냥꾼3D","토미위르콜라","","씨제이이앤엠(주)","씨제이이앤엠(주)","2013-02-14",2,"미국",297,269510,"액션","청소년관람불가","감독:박범수","","",7.58,269510,762553.945321993,1018967.20634921,614937.75,726970.612244898,957932.33604336
"언터처블:1%의우정","올리비에르나카체,에릭토레다노","","블루미지","(주)넥스트엔터테인먼트월드(NEW)","2012-03-22",3,"3국",454,1719772,"코미디","12세이상관람가","감독:박범수","","",9.34,1719772,762553.945321993,931252.428571429,614937.75,726970.612244898,957932.33604336
"비정한도시감독판","김문흠","(주)온전한컴퍼니","","(주)인벤트스톤","2012-10-25",10,"한국",172,22900,"미스터리","청소년관람불가","감독:박범수","","",4.53,22900,22900,1677501.34942085,614937.75,726970.612244898,957932.33604336
"대한민국1%","조명남","㈜기억속의매미","","롯데쇼핑㈜롯데엔터테인먼트","2010-05-05",5,"한국",287,447569,"드라마","12세이상관람가","감독:박범수","","",6.27,447569,274190.333333333,1677501.34942085,614937.75,726970.612244898,957932.33604336
"타짜-신의손","강형철","(주)싸이더스","","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스","2014-09-03",9,"한국",890,4001813,"드라마","청소년관람불가","T.O.P","신세경","곽도원",7.27,3807065,4001813,1677501.34942085,2523167.5,2386756,4001813
"동창생","박홍수","더램프(주),(주)황금물고기","","(주)쇼박스","2013-11-06",11,"한국",660,1044522,"액션","15세이상관람가","T.O.P","한예리","윤제문",7.31,1044522,1044522,1677501.34942085,2523167.5,682722.5,1044522
"이모티:더무비","토니레온디스","","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","2017-08-02",8,"미국",134,40221,"애니메이션","전체관람가","T.J.밀러","패트릭스튜어트","제임스코든",6.43,40221,762553.945321993,1103801.90909091,40221,40221,40221
"빅뱅메이드","변진호","(주)와이지엔터테인먼트","","씨제이씨지브이(CJCGV)(주)","2016-06-30",6,"한국",56,55227,"다큐멘터리","12세이상관람가","G-DRAGON","태양","T.O.P",9.14,55227,55227,1677501.34942085,55227,55227,1720466.5
"다크플레이스","질스파겟-브레너","","(주)누리픽쳐스","(주)스톰픽쳐스코리아,주식회사우리네트웍스","2015-07-15",7,"미국",268,66075,"드라마","청소년관람불가","샤를리즈테론","?니콜라스홀트","?클로이모레츠",7.65,66075,762553.945321993,290979.484848485,286024.666666667,66075,66075
"메리다와마법의숲","마크앤드류스,브렌다채프먼","","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2012-09-27",9,"미국",479,1231024,"애니메이션","전체관람가","엠마톰슨","?켈리맥도날드","?빌리코놀리",7.67,1231024,762553.945321993,1153290.7804878,1231024,1231024,1231024
"하이힐을신고달리는여자","더글라스맥그래스","","(주)누리픽쳐스","필라멘트픽쳐스","2012-02-02",2,"미국",169,69047,"코미디","15세이상관람가","그렉키니어","?피어스브로스넌","?사라제시카파커",7.69,69047,762553.945321993,290979.484848485,55502,69047,69047
"기생수파트1","야마자키타카시","","판씨네마(주)","판씨네마(주)","2015-02-26",2,"3국",247,186184,"스릴러","청소년관람불가","소메타니쇼타","?후카츠에리","?하시모토아이",7.7,253083.666666667,762553.945321993,625486.15,124127.5,186184,186184
"원더우먼","팻티젠킨스","","워너브러더스코리아(주)","워너브러더스코리아(주)","2017-05-31",5,"미국",1034,2165401,"액션","12세이상관람가","갤가돗","?크리스파인","",7.71,2165401,762553.945321993,1399135.08641975,2165401,2165401,957932.33604336
"언노운","하우메콜렛세라","","워너브러더스코리아(주)","워너브러더스코리아(주)","2011-02-17",2,"미국",186,522794,"드라마","15세이상관람가","리암니슨","","",7.73,522794,762553.945321993,1399135.08641975,964272.888888889,726970.612244898,957932.33604336
"언더월드4:어웨이크닝","만스말린드,비욘스테인","","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2012-02-22",2,"미국",343,200038,"액션","청소년관람불가","케이트베킨세일","?인디아아이슬리","?마이클엘리",7.75,200038,762553.945321993,1153290.7804878,136054.5,200038,200038
"감시자들","조의석,김병서","영화사집","","(주)넥스트엔터테인먼트월드(NEW)","2013-07-03",7,"한국",949,5496547,"범죄","15세이상관람가","설경구","?정우성","?한효주",7.77,5496547,3875319.83333333,1677501.34942085,2438570.4,5496547,5496547
"콰이어트플레이스","존크랜신스키","","롯데쇼핑㈜롯데엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","2018-04-12",4,"미국",677,526078,"공포(호러)","15세이상관람가","존크래신스키","?에밀리블런트","?노아주프",7.81,526078,762553.945321993,1287987.86956522,526078,526078,526078
"세이빙산타","레온주센,아론실먼","","㈜코리아스크린","(주)영화사빅","2013-12-19",12,"3국",297,235688,"애니메이션","전체관람가","마틴프리먼","?팀커리","?팸페리스",7.84,235688,762553.945321993,187416.944444444,1963818.33333333,235688,235688
"G-포스:기니피그특공대","호이트예이트만","월트디즈니픽쳐스","한국소니픽쳐스릴리징브에나비스타영화㈜","한국소니픽쳐스릴리징브에나비스타영화㈜","2010-04-22",4,"미국",80,40161,"가족","전체관람가","빌나이","?샘록웰","?윌아넷",7.88,40161,1122950.75,1153290.7804878,331223.5,40161,40161
"뷰티풀크리처스","리차드라그라브네스","","데이지엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","2013-04-18",4,"미국",278,82995,"스릴러","15세이상관람가","앨리스잉글러트","?엠마톰슨","?제레미아이언스",7.89,82995,762553.945321993,457299.074074074,82995,82995,82995
"카우보이&에이리언","존파브로","","씨제이이앤엠(주)","씨제이이앤엠(주)","2011-08-11",8,"미국",269,256346,"액션","15세이상관람가","다니엘크레이그","?해리슨포드","?올리비아와일드",7.92,2428910.66666667,762553.945321993,1018967.20634921,671889.6,256346,256346
"미니언즈","피에르꼬팽,카일발다","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2015-07-29",7,"미국",792,2625572,"애니메이션","전체관람가","산드라블록","?존햄","?피에르꼬팽",7.93,2975216.5,762553.945321993,778770.556521739,2396072.33333333,2625572,2625572
"테드:황금도시파이티티를찾아서","엔리케가토","","(주)포커스엔터테인먼트","(주)싸이더스","2012-09-20",9,"3국",301,206320,"애니메이션","전체관람가","피오나글라스콧","?케리셰일","?루이스맥로드",7.95,206320,762553.945321993,105437,206320,206320,206320
"존윅","데이빗레이치,채드스타헬스키","","(유)조이앤컨텐츠그룹","(주)나이너스엔터테인먼트","2015-01-21",1,"미국",321,116119,"액션","청소년관람불가","키아누리브스","?미카엘니크비스트","",7.97,116119,762553.945321993,141668.448275862,196249,116119,957932.33604336
"맨인더다크","페드알바레즈","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2016-10-05",10,"미국",671,999047,"스릴러","청소년관람불가","제인레비","?딜런미네트","?스티븐랭",7.97,999047,762553.945321993,778770.556521739,999047,999047,999047
"그레이의50가지그림자","샘테일러-존슨","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2015-02-26",2,"미국",512,364415,"드라마","청소년관람불가","다코타존슨","?제이미도넌","?제니퍼엘",8.01,364415,762553.945321993,778770.556521739,277017.5,364415,364415
"드라큘라:전설의시작","개리쇼어","","유니버설픽쳐스인터내셔널코리아(유)","유니버설픽쳐스인터내셔널코리아(유)","2014-10-08",10,"미국",477,1321751,"판타지","15세이상관람가","루크에반스","?도미닉쿠퍼","?잭맥고원",8.01,1321751,762553.945321993,778770.556521739,1321751,1321751,1321751
"케로로더무비5:기적의사차원섬","사토준이치,야마구치스스무","선라이즈필름","투니버스(주)온미디어","투니버스(주)온미디어","2010-04-29",4,"3국",75,116992,"애니메이션","전체관람가","와타나베쿠미코","?쿠와시마호우코","?마츠모토타마키",8.02,116992,116992,131371.5,99172,116992,116992
"나우유씨미:마술사기단","루이스리테리어","","데이지엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","2013-08-22",8,"미국",691,2718227,"범죄","12세이상관람가","우디해럴슨","?제시아이젠버그","?마크러팔로",8.04,2701867.5,762553.945321993,457299.074074074,2718227,2718227,2718227
