영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국관객수,장르,등급
보안관,김형주,"(주)영화사 월광,(주)사나이픽처스",,롯데쇼핑㈜롯데엔터테인먼트,2017-05-03,한국,1091,2571491,범죄,15세이상관람가
아수라,김성수,(주)사나이픽처스,,씨제이이앤엠(주),2016-09-28,한국,1278,2594028,범죄,청소년관람불가
위험한 상견례,김진영,(주)전망좋은 영화사,,롯데쇼핑㈜롯데엔터테인먼트,2011-03-31,한국,524,2595625,코미디,12세이상관람가
지금 만나러 갑니다,이장훈,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",,롯데쇼핑㈜롯데엔터테인먼트,2018-03-14,한국,1163,2602316,멜로/로맨스,12세이상관람가
후궁 : 제왕의 첩,김대승,(주)황기성 사단,,롯데쇼핑㈜롯데엔터테인먼트,2012-06-06,한국,624,2621436,사극,청소년관람불가
탐정 : 더 비기닝,김정훈,(주)크리픽쳐스,,씨제이이앤엠(주),2015-09-24,한국,764,2625686,코미디,15세이상관람가
살인자의 기억법,원신연,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",,(주)쇼박스,2017-09-06,한국,1064,2656694,범죄,15세이상관람가
소원,이준익,필름모멘텀,,롯데쇼핑㈜롯데엔터테인먼트,2013-10-02,한국,641,2663170,드라마,12세이상관람가
곤지암,정범식,(주)하이브미디어코프,,(주)쇼박스,2018-03-28,한국,1124,2675618,공포(호러),15세이상관람가
내가 살인범이다,정병길,"(주)다세포클럽,(주)쇼박스",,(주)쇼박스,2012-11-08,한국,547,2721903,액션,청소년관람불가
시라노; 연애조작단,김현석,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2010-09-16,한국,402,2731828,멜로/로맨스,12세이상관람가
부당거래,류승완,"필름트레인,(주)외유내강",,씨제이엔터테인먼트,2010-10-28,한국,502,2766436,범죄,청소년관람불가
표적,창,"(주)바른손이앤에이,(주)용필름",,씨제이이앤엠(주),2014-04-30,한국,665,2841788,액션,15세이상관람가
극비수사,곽경택,"(주)제이콘컴퍼니,(주)영화사 신세계",,(주)쇼박스,2015-06-18,한국,894,2860786,드라마,15세이상관람가
헬로우 고스트,김영탁,(주)워터앤트리,,(주)넥스트엔터테인먼트월드(NEW),2010-12-22,한국,472,2897477,코미디,12세이상관람가
프리즌,나현,(주)큐로홀딩스,,(주)쇼박스,2017-03-23,한국,1047,2931897,범죄,청소년관람불가
고지전,장훈,(주)티피에스컴퍼니,,(주)쇼박스,2011-07-20,한국,585,2945137,드라마,15세이상관람가
26년,조근현,영화사청어람(주),,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,한국,604,2963449,액션,15세이상관람가
친구 2,곽경택,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,한국,968,2971475,액션,청소년관람불가
형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),2016-11-23,한국,993,2982022,코미디,12세이상관람가
오싹한 연애,황인호,상상필름(주),,씨제이이앤엠(주),2011-12-01,한국,469,3001530,공포(호러),12세이상관람가
방자전,김대우,"(주)바른손이앤에이,시오필름(주),(주)더타워픽쳐스",,씨제이엔터테인먼트,2010-06-02,한국,512,3035116,사극,청소년관람불가
스물,이병헌,"(주)영화나무,(주)아이에이치큐",,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,한국,926,3044134,코미디,15세이상관람가
하모니,강대규,(주)제이케이필름,,씨제이엔터테인먼트,2010-01-28,한국,405,3068544,드라마,12세이상관람가
감기,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",,아이러브시네마,2013-08-14,한국,806,3119023,드라마,15세이상관람가
퀵,조범구,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2011-07-20,한국,512,3125069,코미디,15세이상관람가
탐정: 리턴즈,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),2018-06-13,한국,1041,3147048,코미디,15세이상관람가
마녀,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2018-06-27,한국,1117,3186471,미스터리,15세이상관람가
아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,한국,1140,3280243,코미디,12세이상관람가
포화속으로,이재한,"(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",,롯데쇼핑㈜롯데엔터테인먼트,2010-06-16,한국,736,3385706,드라마,12세이상관람가
이끼,강우석,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",,씨제이엔터테인먼트,2010-07-14,한국,736,3408144,드라마,청소년관람불가
그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-01-17,한국,862,3417677,코미디,12세이상관람가
스파이,이승준,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-09-05,한국,785,3423920,액션,15세이상관람가
끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,한국,645,3450143,액션,15세이상관람가
부러진 화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,한국,453,3450941,드라마,15세이상관람가
신의 한 수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",,(주)쇼박스,2014-07-03,한국,794,3562123,범죄,청소년관람불가
귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,한국,876,3586523,드라마,15세이상관람가
남한산성,황동혁,(주)싸이런픽쳐스,,씨제이이앤엠(주),2017-10-03,한국,1229,3829891,사극,15세이상관람가
역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,한국,1054,3849433,사극,15세이상관람가
조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,한국,811,3872015,사극,12세이상관람가
박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,한국,599,3893216,코미디,15세이상관람가
타짜-신의 손,강형철,(주)싸이더스,,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,한국,890,4001813,드라마,청소년관람불가
꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,한국,1314,4018341,범죄,15세이상관람가
댄싱퀸,이석훈,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2012-01-18,한국,534,4057546,코미디,12세이상관람가
건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,한국,593,4110645,멜로/로맨스,12세이상관람가
용의자,원신연,"(주)그린피쉬,(주)쇼박스",,(주)쇼박스,2013-12-24,한국,807,4131248,액션,15세이상관람가
아가씨,박찬욱,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",,씨제이이앤엠(주),2016-06-01,한국,1171,4277071,스릴러,청소년관람불가
강철비,양우석,"(주)와이웍스엔터테인먼트,(주)모팩앤알프레드",,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,한국,1426,4451351,액션,15세이상관람가
연가시,박정우,(주)오죤필름,,씨제이이앤엠(주),2012-07-05,한국,759,4513026,공포(호러),15세이상관람가
판도라,박정우,(주)씨에이씨엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,한국,1166,4571142,드라마,12세이상관람가
내 아내의 모든 것,민규동,"(주)수필름,영화사 집",,(주)넥스트엔터테인먼트월드(NEW),2012-05-17,한국,563,4598583,코미디,15세이상관람가
도가니,황동혁,"(주)삼거리픽쳐스,(주)판타지오",,씨제이이앤엠(주),2011-09-22,한국,644,4662822,드라마,청소년관람불가
신세계,박훈정,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",,(주)넥스트엔터테인먼트월드(NEW),2013-02-21,한국,671,4682492,범죄,청소년관람불가
범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,"(주)팔레트픽처스,(주)쇼박스",,(주)쇼박스,2012-02-02,한국,699,4710454,범죄,청소년관람불가
군도: 민란의 시대,윤종빈,"(주)영화사 월광,(주)쇼박스",,(주)쇼박스,2014-07-23,한국,1394,4774895,사극,15세이상관람가
조선명탐정 : 각시투구꽃의 비밀,김석윤,청년필름(주),,(주)쇼박스,2011-01-27,한국,611,4786259,코미디,12세이상관람가
바람과 함께 사라지다,김주호,"(주)두타연,(주)에이디사공육",,(주)넥스트엔터테인먼트월드(NEW),2012-08-08,한국,694,4897551,코미디,12세이상관람가
독전,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),2018-05-22,한국,1357,5063489,범죄,15세이상관람가
타워,김지훈,"씨제이이앤엠(주),(주)더타워픽쳐스",,씨제이이앤엠(주),2012-12-25,한국,617,5181014,드라마,12세이상관람가
완득이,이한,"(주)유비유필름,어나더픽쳐스(주)",,씨제이이앤엠(주),2011-10-20,한국,500,5310510,드라마,12세이상관람가
더 킹,한재림,(주)우주필름,,(주)넥스트엔터테인먼트월드(NEW),2017-01-18,한국,1310,5316325,범죄,15세이상관람가
검은 사제들,장재현,영화사 집,,씨제이이앤엠(주),2015-11-05,한국,1088,5440945,미스터리,15세이상관람가
감시자들,"조의석,김병서",영화사 집,,(주)넥스트엔터테인먼트월드(NEW),2013-07-03,한국,949,5496547,범죄,15세이상관람가
의형제,장훈,"(주)쇼박스,(주)다세포클럽,루비콘픽쳐스㈜",,(주)쇼박스,2010-02-04,한국,572,5507106,드라마,15세이상관람가
더 테러 라이브,김병우,(주)씨네이천,,롯데쇼핑㈜롯데엔터테인먼트,2013-07-31,한국,743,5583596,범죄,15세이상관람가
덕혜옹주,허진호,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,2016-08-03,한국,964,5593551,사극,12세이상관람가
숨바꼭질,허정,(주)드림캡쳐,,(주)넥스트엔터테인먼트월드(NEW),2013-08-14,한국,779,5602543,스릴러,15세이상관람가
청년경찰,김주환,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",,롯데쇼핑㈜롯데엔터테인먼트,2017-08-09,한국,1102,5636259,액션,15세이상관람가
연평해전,김학순,(주)로제타시네마,,(주)넥스트엔터테인먼트월드(NEW),2015-06-24,한국,1013,6043458,드라마,12세이상관람가
사도,이준익,(주)타이거픽쳐스,,(주)쇼박스,2015-09-16,한국,1210,6246849,사극,12세이상관람가
아저씨,이정범,오퍼스픽쳐스,,씨제이엔터테인먼트,2010-08-04,한국,478,6282774,액션,청소년관람불가
군함도,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),2017-07-26,한국,2027,6592151,액션,15세이상관람가
늑대소년,조성희,(주)영화사비단길,,씨제이이앤엠(주),2012-10-31,한국,706,6654837,멜로/로맨스,15세이상관람가
범죄도시,강윤성,"(주)홍필름,(주)비에이엔터테인먼트",,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",2017-10-03,한국,1315,6851297,범죄,청소년관람불가
곡성,나홍진,"(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",,이십세기폭스코리아(주),2016-05-12,한국,1485,6878264,미스터리,15세이상관람가
은밀하게 위대하게,장철수,(주)엠씨엠씨,,(주)쇼박스,2013-06-05,한국,1341,6953800,액션,15세이상관람가
럭키,이계벽,(주)용필름,,(주)쇼박스,2016-10-13,한국,1158,6965706,코미디,15세이상관람가
인천상륙작전,이재한,(주)태원엔터테인먼트,,씨제이이앤엠(주),2016-07-27,한국,1049,7049643,전쟁,12세이상관람가
내부자들,우민호,(유)내부자들 문화전문회사,,(주)쇼박스,2015-11-19,한국,1075,7071763,범죄,청소년관람불가
터널,김성훈,"(주)어나더썬데이,(주)비에이엔터테인먼트",,(주)쇼박스,2016-08-10,한국,1105,7118592,드라마,12세이상관람가
마스터,조의석,영화사 집,,씨제이이앤엠(주),2016-12-21,한국,1501,7150541,액션,15세이상관람가
베를린,류승완,"(주)외유내강,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-01-30,한국,894,7166199,액션,15세이상관람가
1987,장준환,(주)우정필름,,씨제이이앤엠(주),2017-12-27,한국,1299,7231770,드라마,15세이상관람가
써니,강형철,"(주)알로하픽쳐스,(주)토일렛픽쳐스",,씨제이이앤엠(주),2011-05-04,한국,472,7328820,드라마,15세이상관람가
최종병기 활,김한민,"(주)디씨지플러스,(주)다세포클럽",,롯데쇼핑㈜롯데엔터테인먼트,2011-08-10,한국,615,7466976,사극,15세이상관람가
밀정,김지운,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",,워너브러더스 코리아(주),2016-09-07,한국,1444,7487545,액션,15세이상관람가
히말라야,이석훈,(주)제이케이필름,,씨제이이앤엠(주),2015-12-16,한국,1009,7759473,드라마,12세이상관람가
공조,김성훈,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",,씨제이이앤엠(주),2017-01-18,한국,976,7817446,액션,15세이상관람가
해적: 바다로 간 산적,이석훈,(주)하리마오픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,2014-08-06,한국,838,8646758,어드벤처,12세이상관람가
수상한 그녀,황동혁,"(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",,씨제이이앤엠(주),2014-01-22,한국,692,8656397,드라마,15세이상관람가
설국열차,봉준호,"(주)모호필름,오퍼스픽쳐스",,씨제이이앤엠(주),2013-08-01,한국,1128,8914845,SF,15세이상관람가
관상,한재림,"(주)주피터필름,(주)쇼박스",,(주)쇼박스,2013-09-11,한국,1190,9134586,사극,15세이상관람가
검사외전,이일형,"(주)영화사 월광,(주)사나이픽처스",,(주)쇼박스,2016-02-03,한국,1812,9699092,범죄,15세이상관람가
변호인,양우석,위더스필름(주),,(주)넥스트엔터테인먼트월드(NEW),2013-12-18,한국,923,11372451,드라마,15세이상관람가
부산행,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2016-07-20,한국,1788,11565078,액션,15세이상관람가
택시운전사,장훈,더램프(주),,(주)쇼박스,2017-08-02,한국,1906,12099971,드라마,15세이상관람가
"광해, 왕이 된 남자",추창민,"리얼라이즈픽쳐스(주),씨제이이앤엠(주)",,씨제이이앤엠(주),2012-09-13,한국,810,12319542,사극,15세이상관람가
암살,최동훈,(주)케이퍼필름,,(주)쇼박스,2015-07-22,한국,1519,12705700,액션,15세이상관람가
7번방의 선물,이환경,"(주)화인웍스,(주)씨엘엔터테인먼트",,(주)넥스트엔터테인먼트월드(NEW),2013-01-23,한국,787,12811206,코미디,15세이상관람가
도둑들,최동훈,(주)케이퍼필름,,(주)쇼박스,2012-07-25,한국,1072,12983330,액션,15세이상관람가
베테랑,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),2015-08-05,한국,1064,13395400,액션,15세이상관람가
국제시장,윤제균,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2014-12-17,한국,966,14245998,드라마,12세이상관람가
신과함께-죄와 벌,김용화,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",,롯데쇼핑㈜롯데엔터테인먼트,2017-12-20,한국,1912,14410931,판타지,12세이상관람가
